photoID,centerPoint/x,centerPoint/y,radius
PHOTO_76ba9c97d2c99b299bc886dd78d9bbfca,0.9847,0.8992,0.0763
PHOTO_52d92bd1ddd09179aad33999bb9934eab,0.4933,0.9431,0.071
PHOTO_4629b777af83abcb6c28bcaeabdfceba6,0.139,0.7108,0.0865
PHOTO_4b18ded6ecbd99da9698dcc8cad0ac2dd,0.2984,0.8087,0.0641
PHOTO_efb8fd7c6db32ab69bc68badd03a69abf,0.2891,0.112,0.0921
PHOTO_ea1d3d4efa63d5dcaa2f299a2ddc97dcc,0.1456,0.9264,0.0964
PHOTO_9bbd9abd9c6f239caaa8b54f5ad1c8219,0.1823,0.554,0.037
PHOTO_95a2bbcb9932999d698a099bda6d9b8d6,0.5376,0.4636,0.0695
PHOTO_0bd8c8c99c49b9bb884bdcd0b28d9dddf,0.6783,0.2205,0.0516
PHOTO_7a42d6bc5df898c99f10d59489c9ae7dd,0.8512,0.4513,0.068
PHOTO_1cbdd6337b1cd813ddc0ab2cdaaac0acf,0.3259,0.5317,0.0622
PHOTO_b678983ac3abdc33b1c19963bc7dfccd8,0.1186,0.2196,0.099
PHOTO_623ea3388b9d3dcbdad1c8cccdd232a2c,0.1708,0.6017,0.0145
PHOTO_f479c39b7c895e99b2bbda8bc5a9ca9a0,0.6631,0.3055,0.0271
PHOTO_bc7dc8a7a7fc259fb0282cbf3bcb95b47,0.8442,0.7342,0.0774
PHOTO_6acdd93b6c5884bfc8a6a6d297e1cfab8,0.3159,0.4091,0.0352
PHOTO_3c56856d880b4a0db86fe4dbad9dd09aa,0.6059,0.5634,0.0685
PHOTO_ccbacbf9ce8593f9ccb92b3b0c76cbaad,0.417,0.4341,0.0832
PHOTO_09fdac2692bba9b19bc88798ad7daaa96,0.2524,0.3856,0.0708
PHOTO_6cd2bdc9bb032eb396c0c2d9398bdb5ef,0.7087,0.9393,0.0145
PHOTO_4d7cb4b8cdd9da78aa8c89fab9b9ac999,0.3941,0.9002,0.0723
PHOTO_348df9c6c24abaa9c4bdadbc1dc808dba,0.3828,0.2715,0.0815
PHOTO_ac825294b5bac4ba5cd60a86d4de16885,0.2575,0.2356,0.0785
PHOTO_0d5fc18abddb8bac23e878a4ddca8b918,0.8473,0.8318,0.0961
PHOTO_86dc3b9bcc8bfcab7cc9515bc8b45bbbe,0.3149,0.5373,0.0205
PHOTO_e19d829addbbdba1a99bdb9609afbadbc,0.271,0.2099,0.0219
PHOTO_beadbcdcbbd9ad3633d791c3dadadcfad,0.2413,0.4489,0.0597
PHOTO_fbd9b8ddc0a510bae9baa69b3acdc348b,0.298,0.6798,0.0758
PHOTO_db9dd99af50de49be9fbbdb99ba29bcc5,0.714,0.4001,0.0482
PHOTO_55bd9d90c8afccfe5bfeb8afbb4bda9c1,0.66,0.997,0.0375
PHOTO_e95cac2ccace1b1baad84cf05dcba9bdb,0.1864,0.4976,0.0129
PHOTO_6477bbc86609d9aaae06c95e99f6bbcb8,0.496,0.9581,0.0824
PHOTO_2fcacc1ba76b9dd919b4dcba99c25daca,0.5455,0.3311,0.0229
PHOTO_80a6ac9bc0c0adcb5bafbcacaca1d3baa,0.5262,0.345,0.0579
PHOTO_83bd9a957069cdd12a6a8349e78aa8b9d,0.1645,0.9912,0.0989
PHOTO_9aceab9b98afdbda969bba2db8ec3adca,0.2431,0.8016,0.0327
PHOTO_cea68d8aabdae9cabcae7bcdd2a986863,0.555,0.5972,0.086
PHOTO_2b098c284cbcb998fda96bd36980bcde0,0.29,0.2717,0.0539
PHOTO_4cc885688bf49bd9a943accaf94f5aca9,0.3499,0.4086,0.0226
PHOTO_5c6998b9db9aab5ea9db66aadba4edacc,0.6127,0.7863,0.0303
PHOTO_4dc5fda3b8ca85ad98becbecac9b9daea,0.1699,0.7192,0.0573
PHOTO_ddc39e09891c1b0f6ddfd9ab958ac3bb6,0.6194,0.7562,0.069
PHOTO_f971bac9bc02fcc96afafcf0a5afbc40e,0.126,0.805,0.0794
PHOTO_88cc8e1b2da9d2bfd5959aa8b9791ddac,0.7806,0.2302,0.0618
PHOTO_f9cc5b0dadcb64a9c94ce59e9aab0ec99,0.6022,0.4122,0.0114
PHOTO_585ef9269c8d09a93c7ada3c4abdda499,0.334,0.7401,0.0272
PHOTO_0d90cdb939ddccbde8f2bb4a278b58a8c,0.3227,0.6423,0.0505
PHOTO_fcaab1371d28bd709a21f89ac4cdbc189,0.4786,0.8198,0.0841
PHOTO_d96cbababad90c45a39fddd6abcd6a09b,0.4321,0.9824,0.0905
PHOTO_d79aa9a3aaae0bb0d6c79cdc9ccf3a9ed,0.5048,0.895,0.0879
PHOTO_a99acd2d198a9960edca7cc8c7abd2af7,0.5944,0.2488,0.092
PHOTO_1ca54bada5c59e55dab8913c7bfd1c999,0.5816,0.5917,0.0226
PHOTO_5baa4d8aa8adab2a087c9d99590ca5da2,0.3427,0.6733,0.0352
PHOTO_ecaabb967bc2997c18cb29ce8bde8a169,0.3059,0.9364,0.0236
PHOTO_4bcc4c9faab7592949aad8cbcaaa49ad8,0.778,0.8351,0.0926
PHOTO_eaada9baff0bc50ccfc9990b9c9dd3a9d,0.4611,0.8631,0.0929
PHOTO_0fc8bbb8ce6b9fc90ac3aac5ac3d3c299,0.8045,0.468,0.0789
PHOTO_3c29e96dcaeb64da7bafa7bbba9dada19,0.8071,0.5712,0.041
PHOTO_e57a9cc299d8b2bca7bca58141d89b987,0.9115,0.309,0.0642
PHOTO_db8d0dca499d7d2b32c18dcceaa7adc47,0.5492,0.822,0.0837
PHOTO_c5a3fecacbb0aae9eba22d6669c7f378b,0.5835,0.865,0.094
PHOTO_0bdb98c4e4dc239cac9d7108078d5dbdb,0.1689,0.2212,0.067
PHOTO_7599bafa9cdda48dba6c88bdc953b9d38,0.91,0.7654,0.062
PHOTO_691f9cb7ebb8a8dacbb9d75bb888dbddd,0.2385,0.6223,0.0982
PHOTO_3cbba6499d29c8d99dceb8a6cb5cca4ac,0.7314,0.9775,0.0227
PHOTO_f28d2e9ca0c9bddb7bc4b1496bcc5c33a,0.8052,0.3876,0.0424
PHOTO_35d5a0a8dbdd0f4d4bd89f6b727b899ad,0.9478,0.5488,0.0366
PHOTO_b8c8b91acdebafddbea22bcba41bc8e84,0.6802,0.5149,0.0411
PHOTO_cb8c7d9a2dc8d4de8c0fbaad989eaca0c,0.4219,0.1401,0.0284
PHOTO_5baa9a99a53ab29b98d9322c7aa399f2b,0.2594,0.4516,0.0398
PHOTO_83b0b119b686dbc6c75b3bc75ba95cfca,0.8631,0.1775,0.0972
PHOTO_c9a992ddbcacdfcbaccca5bc4c88a4ac9,0.4289,0.158,0.058
PHOTO_0bdaada99c0a319f7deed5468a4d6d6d5,0.1288,0.1254,0.0353
PHOTO_2e1bd9ab48cc8f5bc9dcbd33b9db4dbaa,0.3547,0.7161,0.0485
PHOTO_e9ac6fc83d65b189afd7baabba6c9991c,0.497,0.553,0.0986
PHOTO_6add9bfc901d2abf9fccdbcc9a41a6b6d,0.2745,0.7627,0.0474
PHOTO_4f1f9e9d2b78f9396e8caaba94eb7dbaf,0.9823,0.9017,0.0179
PHOTO_7cc7b4d045bad8fb08acddddab6ddd8a7,0.8741,0.7152,0.084
PHOTO_fd95dadf59c2d6ccbac6bc6bb55d982aa,0.2875,0.1856,0.0559
PHOTO_ccdc9a62ca9859adc10fa9ffd3909c7ad,0.5836,0.7103,0.0944
PHOTO_dd09a96938a8cc82b6ba4acd1a3b5d976,0.8679,0.6894,0.0315
PHOTO_710bbcc80ab994a2be0dc54ca2a9cb3d2,0.801,0.942,0.0515
PHOTO_d87a1acbcd85bac86ba4aadbad89d19fa,0.9073,0.2358,0.0933
PHOTO_cc9f87bb99aede8a93a0c9c9ab2a8c65e,0.9943,0.8037,0.0806
PHOTO_16982b91abd5b3fbcd0dd7c9cdaa79bac,0.6994,0.6832,0.0447
PHOTO_ec89b4acbcabb99a9bb636aaa6bbad958,0.5303,0.9276,0.0768
PHOTO_aad07dba4ba955c79cddd93fbf2ba0a90,0.7636,0.3224,0.0419
PHOTO_29bdf87ab4f7bfaabccef7a5a909a9c49,0.9648,0.5596,0.0901
PHOTO_eac8ada5d999bc16bb2db9a9b95f8b599,0.901,0.1458,0.0245
PHOTO_cc4a1d0b2738ddf452b59cffb07369645,0.3146,0.8072,0.054
PHOTO_0c6d0b89ba36d0aed893d7493bf0caba9,0.9326,0.3512,0.0369
PHOTO_ec7bd81bd9b9cb72da9a952c0ca4c24bd,0.9691,0.9037,0.0601
PHOTO_2dacbcae8ea997bc9add9d5e972b021c8,0.664,0.8243,0.0505
PHOTO_9bad9b6dd3e4c4e67639eca35ad3bc0a4,0.5673,0.7137,0.0794
PHOTO_e98861fdbfca9da42c66da3b2cbcb8cca,0.8915,0.4686,0.0383
PHOTO_49b1da395a099cc4997c7297c9a60cc9f,0.5531,0.1791,0.0869
PHOTO_cbc4c9829d94df70397b93b9999baccc9,0.2523,0.5633,0.0975
PHOTO_fc59cb5cb1698aada9acc0c735fdda99b,0.6723,0.3366,0.0414
PHOTO_74ac9f35eb6b9a6d909ed990aad965cd1,0.9477,0.832,0.0415
PHOTO_ccdb99adc3befba81b9bada6baa9b1c49,0.2726,0.4258,0.0465
PHOTO_712bbdc6b07a10cc92a3fab9ce6b137ae,0.8987,0.5628,0.0536
PHOTO_20ca80aab6d98ae7a992c13d899eabdbf,0.795,0.8751,0.0911
PHOTO_19d8dcb3abd5a8bc711bd9a69b97da9ff,0.2271,0.7102,0.0926
PHOTO_8a7a8a5aa21984cbf4f3dbcb7bb5996b8,0.5876,0.5875,0.0971
PHOTO_44088a8a12bcb8dcaa937c991d8d08cb2,0.7182,0.2409,0.0449
PHOTO_2aabbb9912aaaddb5bbefa634d2d9adaa,0.2739,0.8969,0.0577
PHOTO_d8aac9cadb7c0998ec591caac6b7c330d,0.1318,0.6427,0.051
PHOTO_2ad79fec64b969aaa4b8919bb9d9dbea6,0.9594,0.4834,0.0308
PHOTO_08a2cb57b5a78d92d3fb9998dcda18cfd,0.6322,0.3807,0.0699
PHOTO_ed9498dccca8ca1ac8adccf5ddaabda88,0.4433,0.4699,0.0717
PHOTO_3159caafda2a7aaa9cdc2af085dc03bbc,0.207,0.8505,0.0485
PHOTO_98ddd4c484ddbccbada96fca994afecb2,0.4311,0.5203,0.0552
PHOTO_ca66211b1f990aad84d2dbd5a5abca741,0.313,0.3936,0.0201
PHOTO_8935bfbb5af86bb4a7c0aac91985c91e2,0.5047,0.197,0.0801
PHOTO_6209acfdd080c329bca96adb3da15fb5c,0.6505,0.3006,0.0295
PHOTO_ee908caccab9972bccb3a24acaa4904ab,0.1803,0.4572,0.0421
PHOTO_0ae93ed1b60a548fbf95899e0cb9c1ab9,0.7426,0.6193,0.0377
PHOTO_ecb20e60ca8badcb23f9a0aadb10db0bc,0.5606,0.9157,0.0264
PHOTO_6fbdf8b1ebc49be61dd3bcbaccb5de9b5,0.3504,0.7434,0.0483
PHOTO_2dc5daadadddf9039893398c8d87aaeb9,0.5619,0.6876,0.0535
PHOTO_8adcba3dd9a4cea9b9d190dead19d6ab9,0.4653,0.9354,0.0801
PHOTO_ccc3f8b389da44ecd6cdcd19a311cda8a,0.9978,0.244,0.0451
PHOTO_c3c89bc99c6a6aafb3c5b9ddbb70dc074,0.9283,0.4046,0.0686
PHOTO_d784cea8fbc65bbbcbb97b2e7e9ae999d,0.4715,0.9849,0.0936
PHOTO_2d28d6a4512b9acc1cd9ccc93ac39b1b2,0.4379,0.5899,0.041
PHOTO_2bd9f75c5c58978bcc876b9bba8c92cbe,0.5874,0.3781,0.0331
PHOTO_1c8acb3d9ca999dccd2bdc2655d9893bd,0.873,0.7366,0.0729
PHOTO_9aaaabd559ab6daa61c31fddd2cbbd1de,0.6053,0.4926,0.0377
PHOTO_081aacc58af89bcaddfd1b3a89bdd9ce7,0.9433,0.3095,0.0192
PHOTO_bdaa99dd5ca9bda7adbddde5dacb3cd9c,0.7918,0.7852,0.0847
PHOTO_e8ebdc1caca9809c8ca92abb0d8daabbd,0.897,0.3234,0.0792
PHOTO_9b08b21abb6c73ca8bc9a299b1cba5aba,0.386,0.4161,0.076
PHOTO_fadd1d0f8ad29abba8bdbcbc02319cb99,0.1029,0.364,0.081
PHOTO_0b350c08d66dd6b9adf9b0ba5b2ada834,0.4348,0.8433,0.0313
PHOTO_a28ad6ac21cc9e5dd44d22dacac8a55d9,0.8471,0.1418,0.0335
PHOTO_aa5911fdc3cfd84cb9d899bdb5a6971c9,0.476,0.3887,0.0823
PHOTO_489e98dc7bcdcbca99c0bddcac93b7c89,0.2574,0.6169,0.0671
PHOTO_7d7c7b82bdcb1db9dbdcbfac19ddca49d,0.6012,0.3921,0.0641
PHOTO_57bdcbeba69d9ae7999bbdccc4aa89bd9,0.1365,0.1186,0.0724
PHOTO_ebbcf53ca9d8182a9c1c9b8ca9a4d41da,0.8698,0.6838,0.0939
PHOTO_05a1f992c3c9b7bda745dac3abecc13bb,0.3465,0.5772,0.0903
PHOTO_3db89ccaa480fdaaa96808bc8dfd53ea5,0.6006,0.7118,0.0869
PHOTO_dc8baa98bfb9ddb6d9cdc7aaaa6d7c008,0.54,0.2512,0.0687
PHOTO_5c9c6cd1bcc309bbc9aa9a795dd99dbc1,0.8818,0.5911,0.0684
PHOTO_cc95dcaa2d2d53ac9d52df9c24dcabb58,0.8295,0.6575,0.0593
PHOTO_2d3a63cbf4a36a9f997094da1384b0a5c,0.654,0.8981,0.0498
PHOTO_9c5fea692da55d9d5909b7eca679bdc6e,0.7872,0.8525,0.0306
PHOTO_b8daecd8e8eb41baafddcbdd28bc9fb3c,0.6943,0.5797,0.0283
PHOTO_ccdd948a499be696391a2aadfdcb16abd,0.5469,0.9582,0.0493
PHOTO_99bcc96cea979d29abaa2df48791ab89b,0.9254,0.6347,0.0544
PHOTO_7b248809bdfc99bb9fbfaa0924bb9dbaf,0.4486,0.2402,0.0637
PHOTO_07e7c1cfc09fc94bb8863b81cd19ac4ec,0.1768,0.9319,0.0781
PHOTO_9dbc0bdad0d4ef8879ccc8ccbbea7b91a,0.2521,0.2004,0.0423
PHOTO_7baccfc2bd9d2badbab83c9dabd8b594b,0.8649,0.7017,0.0987
PHOTO_56aac6c9caaabc7baccfa9b4789d1eacd,0.5642,0.5637,0.0408
PHOTO_d29bedadb481b2c3bd9b8dadaadb9b03b,0.8393,0.6716,0.0957
PHOTO_6d0d99cc19acac0cabd854d988290dadd,0.4969,0.8958,0.0829
PHOTO_05dcad88db938bd4bc90864b09ac3cfaa,0.8373,0.9119,0.0411
PHOTO_2cac28ccfd1ac1bb187ddf9380f9e3a3b,0.2979,0.9661,0.0572
PHOTO_2a759c1d09daad2c7e0abab6ccaba29b0,0.6808,0.4485,0.0297
PHOTO_e8abc2badcc8d567dfee87ca9f18b0afc,0.24,0.647,0.0248
PHOTO_bcdd87286bfbc69b9aa99ce8da16ac287,0.4311,0.3251,0.0759
PHOTO_dfb2dbbc1b1dbe700fc6f8cc80ad9b2dc,0.2026,0.4309,0.0149
PHOTO_2fc5ca4abaab7edcc3b2bad92ccadcaa9,0.4072,0.7929,0.0394
PHOTO_10d1d438b19b6cfbdcd1aacae9dbcc9a6,0.6567,0.3067,0.0663
PHOTO_bbdc9bc0be9c49ccb9ad64a9d85cf9d89,0.9104,0.9003,0.0937
PHOTO_1ec8b36cd40c9dc26acca75c836b356ab,0.2376,0.9476,0.0885
PHOTO_2d079b9cad9d9b3d7bb3de0ca3c48fcec,0.3298,0.2223,0.0748
PHOTO_fbcbd992adcdcd8d9a5dc4ca82cac9d29,0.885,0.1408,0.0267
PHOTO_c094a0d7dacd0aba9d3c4f2dddcdaaf47,0.4653,0.578,0.016
PHOTO_39cc7c1bdbc7b99c68ea9cbd995fd46a9,0.9475,0.196,0.0628
PHOTO_acac6adc9075daa6abcb43bdda9ecc84a,0.2735,0.9242,0.0205
PHOTO_f02d8cf0e1c6bdbcbc959cc2daddbbbe9,0.4302,0.7318,0.0176
PHOTO_b6dcb9d89ff48a68d68966a7a89cd5dc5,0.6211,0.6503,0.0189
>>>>>>> 6664bbd38acaa1fea173beb6ccee6aa3b56ff22f
