id,lessionID,userID,is_display,isSupport,checkbox,area,dr_related,amd_related,hr_related,pm_related
LESCONFIG_2c62d9aac985dddb9fda9bdb1cc8a0dc2,aavr,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,false,1,1,0,1,1,1
LESCONFIG_7dd0cd50ac8c2ca07aad983cc28d1ab1c,acdr,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,2,2,1,0,1,0
LESCONFIG_62895debdd30ce9bca8af39501698f76a,pd,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,false,2,1,1,1,0,0
LESCONFIG_0f1b8e9aa48cbe8e9a4aba15ba0b84dca,sh,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,0,1,0,0,1
LESCONFIG_7db5a2bb638ccdcb0bb9c1bddc84cd94b,seh,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,2,1,0,1,0
LESCONFIG_63c2cdbddaaaac498ca97daa199f54c3a,rd,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,false,1,2,1,0,0,1
LESCONFIG_7ccadfd343ed4cbdaf980cccaff2b9cc4,mc,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,1,0,1,1,0
LESCONFIG_cfbd44a458094ad82dcb5cecfdc9da687,fs,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,0,2,1,0,1,1
LESCONFIG_e92f538daa425ebccdb2c9bdaa4b5a9ab,lc,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,false,0,0,1,1,1,0
LESCONFIG_f6c91a7d79ad5db29a6bbfa589adccdc9,ca,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,1,1,1,0,1,0
LESCONFIG_cbabc9bba1c0c78cd15e3999d997d9a6a,ma,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,0,2,1,0,1,1
LESCONFIG_38b704dc7de5b6dae8aa6bcc3ba68dcbf,hma,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,2,0,0,0,1,0
LESCONFIG_98dd3b983e98ba1bbdb3a20ad2e9aaaa0,he,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,1,2,0,1,0,0
LESCONFIG_19c5bba39b059991d9db58c2d19a4bc0e,cw,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,0,0,0,0,1,1
LESCONFIG_837a99725dc4d84889cae423cd8d8489a,ds,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,0,3,0,0,0,1
LESCONFIG_fcc01d557bd97bcd35cb2b0ada8d945bd,an,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,0,0,1,1,1,0
LESCONFIG_678accadc6c88ded9ab1b80dda5abacc9,taf,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,0,0,1,1,1,1
LESCONFIG_9ab1137aba9baa5acd09b9c052789fd99,nvfp,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,2,3,0,0,0,0
LESCONFIG_1a5ddbdfc4bdbaf98cb2aaafc39bdb50b,pvh,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,2,1,1,1,1,0
LESCONFIG_48288baaddda899dc90194faa5ab157ab,ls,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,0,1,1,1,1,0
LESCONFIG_eda3618ad8a90c49029fb19ebfd915dc9,IRMA,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,0,2,0,0,1,0
LESCONFIG_1d0bb51cb99e89acdf4dd89c3c4b99bac,vb,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,0,1,0,0,1,1
LESCONFIG_ac9bbffdab865db09bb9aaa94898b2f51,ode,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,0,2,1,0,0,0
LESCONFIG_7f1bc85bacc3ed3a20a7fa02891079ccc,awo,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,2,1,0,0,1,0
LESCONFIG_58c3cacabddaa7eac98a6ed08a9aea8bc,gea,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,0,1,1,0,1,0
LESCONFIG_abbfbc6abaadaea99dcd2a8cd9d40e4c8,sp,USER_63a4c098b878c4c700bafca12c49dcbdc,true,true,0,2,1,1,1,0
LESCONFIG_6cd4479ddb0f9c29d8b9cdaadaa4bbbca,aavr,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,1,3,1,0,1,1
LESCONFIG_7f499bbb37faeacb16add6c91fdb5b19d,acdr,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,2,2,0,0,0,1
LESCONFIG_36c29ea8dcdbf609a4908f3d8d1ba8cab,pd,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,2,0,0,1,1,1
LESCONFIG_9fcb991bbac2b7c5945d53aa91dbb84c9,sh,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,0,3,0,0,0,1
LESCONFIG_b0b5dad0d5934ad5daaa0fd619086cbdf,seh,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,0,0,1,0,0,0
LESCONFIG_4cdb775828cbea7c359b8cb8c9d2a9418,rd,USER_63a4c098b878c4c700bafca12c49dcbdc,false,true,1,1,1,1,1,1
LESCONFIG_fb8ab9dbbf487c999bcabc5d47acb8ad8,mc,USER_63a4c098b878c4c700bafca12c49dcbdc,true,false,0,3,0,1,1,0
LESCONFIG_5698ae9ca6bae6fa267c9cedbde7c949b,fs,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,0,1,1,0,0,0
LESCONFIG_facad9decbcdbda2cbf8da89f3e9a9abc,lc,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,0,2,0,0,0,1
LESCONFIG_29ab49dbadd0089ccb18b5ad99bb7ae45,ca,USER_63a4c098b878c4c700bafca12c49dcbdc,false,false,1,0,0,1,1,0
LESCONFIG_49cecdccb5ab2ab9dbadd588d93da821a,ma,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,0,1,1,0,0,1
LESCONFIG_4d99c8dcdbb4091daeb7b9a9b8b9bdd6a,hma,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,2,3,0,0,0,1
LESCONFIG_75f7fb4a9c28992be9b192acbcdc21a1a,he,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,1,0,1,1,0,1
LESCONFIG_c3db99bc90c2817ccd4ebacc47aaa9daa,cw,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,0,0,0,0,0,0
LESCONFIG_a9399dd9dcd3b9b79aa859d9df7cc70ae,ds,USER_db930c9acbd92a97892d62bb35badbc9c,false,true,0,1,0,0,0,0
LESCONFIG_9d8cfbcbd0dba2a9890a97fd99fdcbce3,an,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,1,0,1,1,1
LESCONFIG_19c70b6cd87c99c8089cdb80bc2aad4c5,taf,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,0,1,1,0,1,0
LESCONFIG_9de4a5fac9b0b3c4dced9bca0adbdaadc,nvfp,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,2,3,0,1,0,0
LESCONFIG_25a2aa39dca79cb89d9d9aabcdd58aa52,pvh,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,2,3,0,1,1,0
LESCONFIG_69b69dbaca9b9dc3e8dabdb4cc1d99913,ls,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,0,2,1,1,0,1
LESCONFIG_ab9f9abe35b6ccafd999d9ff9d898a9cd,IRMA,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,3,0,1,0,1
LESCONFIG_b4bceda9934cddd0dcb4791c8aafc20bb,vb,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,0,1,1,0,1,1
LESCONFIG_898ea0bbb99cecb7b0e0dcbdeeb4bb7c8,ode,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,0,1,0,0,1
LESCONFIG_184eab198cd9bccd89d9d99a07cddaacc,awo,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,2,0,0,0,1,1
LESCONFIG_069af983ab9cca5c03ba4c9da9b5127c7,gea,USER_db930c9acbd92a97892d62bb35badbc9c,false,true,0,2,0,1,0,1
LESCONFIG_e3bacbab1810a5dac9fa5f19ddebabc29,sp,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,2,1,1,0,0
LESCONFIG_a7b9897528ab7d7dbdbab2dd7cab9bb67,aavr,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,1,0,0,0,0,1
LESCONFIG_c9a29edc9c9a1dd8cfdc1fbdc17b9953a,acdr,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,2,3,0,0,0,0
LESCONFIG_eb7cbdc9a47bcc8f9d959999cabbcda96,pd,USER_db930c9acbd92a97892d62bb35badbc9c,true,false,2,2,0,0,0,0
LESCONFIG_38dfdca599b0b92adbdcd398d02ab99b7,sh,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,3,1,0,0,0
LESCONFIG_3cd4289c938d9abc9c4fbdb9b60a9b5af,seh,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,0,3,0,1,0,1
LESCONFIG_49aa2b841abc7d5aaff9c599cc038b5c4,rd,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,1,3,0,1,1,0
LESCONFIG_add9bbcb5fa83c5bae9b1adad8da89cad,mc,USER_db930c9acbd92a97892d62bb35badbc9c,false,true,0,1,0,0,0,0
LESCONFIG_dcdbdacdbcd4bbf959cbc8ad5da81ad7b,fs,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,0,2,1,1,0,0
LESCONFIG_5a1a3d2c9ac6abc28b54dbaca9c1cfbbd,lc,USER_db930c9acbd92a97892d62bb35badbc9c,false,false,0,0,1,1,1,1
LESCONFIG_fef989cccccba73f8cf9a9ddd1a6a6ac0,ca,USER_db930c9acbd92a97892d62bb35badbc9c,true,true,1,2,0,1,0,1
LESCONFIG_7192693d44acb6aa7dbcaa9cc2db34697,ma,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,0,0,1,0,1,1
LESCONFIG_dddd9e3dbd99ccb9a1addb0a2bcd49ce8,hma,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,2,3,1,1,1,1
LESCONFIG_d6eba128bca99dc813edfcfafcac98d87,he,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,1,2,1,0,1,1
LESCONFIG_0cc9aabb1bdb59cfd5a24b81bbfdd5efc,cw,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,0,1,0,1,1,0
LESCONFIG_a9cce8b4814babaad1cd3b9ad39baa99b,ds,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,0,3,1,0,1,1
LESCONFIG_fbd68bab2382bfd2aaaf19d7b9d1a896c,an,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,0,3,1,1,1,1
LESCONFIG_76a4cb995df97eb9bc796bb2d5fb98bdc,taf,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,0,3,1,0,0,1
LESCONFIG_3bc8bceaa78baa647f9cfa93db9ccf95a,nvfp,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,2,3,0,0,0,0
LESCONFIG_e9ac739e5ad0bdaf9ff5c34a18f9b0d16,pvh,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,2,0,1,1,1,1
LESCONFIG_28bc1dffc322ad24d9d9e3d3497ddadcc,ls,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,true,0,1,1,0,1,1
LESCONFIG_0929b84dacbba6920d9d4966bdc0ae9b3,IRMA,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,0,2,1,0,0,0
LESCONFIG_7f4390c97ccca9bb9bbafba9fa841a1d9,vb,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,0,0,1,1,0,1
LESCONFIG_ae9c2cd9baac9acdd8c9089059889fe9b,ode,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,0,0,0,0,1,1
LESCONFIG_dceb985c531d57c7b0ca9d70dcdd2b3bc,awo,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,true,2,3,0,1,0,1
LESCONFIG_e8caf256977a9cbc5b8b34fba092dbc7d,gea,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,0,0,1,0,1,1
LESCONFIG_2ac79efbb5908a1a6dcad07bbb19dc5d7,sp,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,0,0,0,1,1,1
LESCONFIG_5fbcd36e6c9cf9bc9f90ccad0fb3ddd9d,aavr,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,false,1,2,1,0,0,0
LESCONFIG_feba2950b9bcaa52b8bdb7c6b03e9b990,acdr,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,2,1,1,1,1,0
LESCONFIG_b9bb7cdc393a23a9ddbbcc8e4b0acfb2d,pd,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,2,3,0,0,1,1
LESCONFIG_6aefbaadbcb95acc1bd9bbd8dbb83cd26,sh,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,true,0,0,0,0,1,0
LESCONFIG_82ca2b992d8862f665a854dad8adc4dc5,seh,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,true,0,0,0,0,0,0
LESCONFIG_40ec889cdfdca54c9aadcbdb34accac16,rd,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,1,3,0,0,1,0
LESCONFIG_1a26bddd59da78ccabbd44995f129dccf,mc,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,0,2,1,1,0,1
LESCONFIG_957dd09e98bb8beebedeb8c6009dfad87,fs,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,0,3,0,1,0,1
LESCONFIG_4ca5d39cab9a49df22a392a8e4c10b8d7,lc,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,false,true,0,1,0,0,0,0
LESCONFIG_6ec89dc3805d9899c817cddec6dca9bc4,ca,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,true,false,1,1,1,0,1,1
LESCONFIG_1b2caee4c6a329475dc943c08c39bbdfb,ma,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,1,0,0,1,1
LESCONFIG_f7c19d0c3dbd9dedd886ac0f2c141f9a9,hma,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,2,1,1,1,0,1
LESCONFIG_bdbd79adb3c0969e3c8cfae5c4f4ed8c9,he,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,1,0,0,0,1,0
LESCONFIG_3e25bfa81290a09ba5bb3add24d6798a5,cw,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,3,0,0,0,0
LESCONFIG_b8f2b73ba2ccd981a99cbab891b81b9fc,ds,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,3,1,0,0,1
LESCONFIG_6bba899b85c5c3c5a9ddcd2952c9b8928,an,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,2,0,0,1,1
LESCONFIG_58aa20fd7abdbbb986ccb7c9dd1999aa0,taf,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,true,0,1,0,1,0,1
LESCONFIG_c189acb8c9adbbabc8cc9a1e066ab79ac,nvfp,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,2,1,0,1,1,0
LESCONFIG_98e9d5b1e9ccd899bda8b4abb03d9ad54,pvh,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,2,2,0,1,0,1
LESCONFIG_fbbad9bc94d606ccc8cbbc9d939a1689f,ls,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,true,0,3,0,1,1,0
LESCONFIG_38d3d77cd5adbc95da40c5c1d9886b429,IRMA,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,0,1,1,0,1
LESCONFIG_690b425abdccda9ba7ca22e80db63deb5,vb,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,0,1,1,1,0
LESCONFIG_98fc2af58819ab138d8dddaab4d8cb74c,ode,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,0,0,1,1,1
LESCONFIG_edcabbb8d3a09b5dcbcabc9a7cb4fd5cd,awo,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,2,2,1,1,1,1
LESCONFIG_9beebbac6b5d9babecc7cdb8bbb4aa542,gea,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,true,0,3,0,1,1,0
LESCONFIG_8cbde4c6b820b1ffb5a9dc8aecddbaaa9,sp,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,2,1,1,1,1
LESCONFIG_a1f0cb08cbaddddc297babc8bd9f8adac,aavr,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,1,3,0,0,0,0
LESCONFIG_9c2fcf80898d2a34cb7a5d9a8cbaa0dd3,acdr,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,2,3,1,0,1,1
LESCONFIG_399b80aa93f55796db9a35ef779d8c94d,pd,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,false,2,0,0,0,1,0
LESCONFIG_ba9da8afbddabbb888b1db89db888cadc,sh,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,1,1,1,1,1
LESCONFIG_f5b1cd912a7c97b72cbc90bb779099a1b,seh,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,1,0,1,1,0
LESCONFIG_7bf29a9de9a32fd0baaf7dd9a9d07bcb6,rd,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,1,2,1,1,0,1
LESCONFIG_0b1783cdbada5ccdbddc3414e8e92909c,mc,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,3,0,0,0,1
LESCONFIG_bca58aa6b96f4e6fcac988c99969d9ddc,fs,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,0,2,1,0,1,0
LESCONFIG_a35cd9a9a89084ccbbf0a2ea459d9bbe1,lc,USER_299da5facd8dbd0d5d46dcea28ab548ba,true,true,0,0,1,0,1,0
LESCONFIG_fc98d9cad6cbce9deda2a58adbdba5cb0,ca,USER_299da5facd8dbd0d5d46dcea28ab548ba,false,false,1,0,0,0,0,1
LESCONFIG_2cccaac8dac839cbddc268bb59b3aa7dd,ma,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,false,0,3,0,1,0,0
LESCONFIG_bbb9b4db825d2aacb9e62ae1a3de7ed93,hma,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,2,2,1,0,1,1
LESCONFIG_7657da8b9fa30137aacbb999d8cca2d6c,he,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,1,3,0,1,0,1
LESCONFIG_1c6597aacc78bdb6acb458d9893bbd9b8,cw,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,0,3,0,1,1,1
LESCONFIG_8d8a9da98aba8999d57a9a935daf69e39,ds,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,false,0,3,1,0,1,0
LESCONFIG_9bcc57ac2a7b9bdbd606abf96dceba98e,an,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,0,2,1,0,1,0
LESCONFIG_1a6bcdbb9ba9babda7bc885d8bfd0388d,taf,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,0,0,1,1,0,1
LESCONFIG_909f1addccd0ccb84a89bd58c59c9c3cf,nvfp,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,2,1,1,1,1,1
LESCONFIG_0b99c7a5c98aa010a2e6b438cb1baba5d,pvh,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,2,0,0,1,0,0
LESCONFIG_fdaeacabbdf431a46cbad1108ddb99bba,ls,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,false,0,3,0,0,1,1
LESCONFIG_5e98fcccf39cbbc1bda93ae7ab7b1cda9,IRMA,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,0,0,1,0,1,1
LESCONFIG_5dbf9458ada95cd69ada09d9e882c1a76,vb,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,0,1,1,1,0,0
LESCONFIG_213dca0a9ac5dadd8dd5e8e8c93b7acf8,ode,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,0,3,0,1,0,1
LESCONFIG_19522eab9bbb829cada5abd1dbaddcb99,awo,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,2,0,1,1,0,0
LESCONFIG_69f8685eb9cbc6bbb590eac4adcd24dac,gea,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,0,3,1,1,1,1
LESCONFIG_1a2dca88b797affdbd7bbc89abb31c794,sp,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,0,1,1,1,0,1
LESCONFIG_eb0eaad93cb9c70aa8bbd862992a50b9a,aavr,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,1,0,1,1,1,0
LESCONFIG_aa83aa383caa9aa9b22537bb25da4a6d9,acdr,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,2,3,0,0,1,1
LESCONFIG_7cbcc8dfa59b53b83cb9c958bc7bfd7d2,pd,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,2,2,0,1,0,1
LESCONFIG_e9739a99dc5adcddb98180aa25920ace9,sh,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,false,0,0,1,1,1,0
LESCONFIG_8ab85a9badb0dedd965359a72fad89309,seh,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,true,0,2,1,0,1,0
LESCONFIG_1dc79ec6bcd6ac092bcc98b2869baeb09,rd,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,false,1,0,1,0,0,1
LESCONFIG_8aae9f7c0429a950d9ba978dafcdddd99,mc,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,0,2,1,0,0,0
LESCONFIG_c0fca46c8c25cacfc96b1ba1aac612bc8,fs,USER_98db93b09bca99c9d9dc9191d9c0b56b4,false,false,0,0,0,0,0,0
LESCONFIG_5dcb9ad2aca987a92a6940bddbc5b403c,lc,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,0,2,0,0,1,0
LESCONFIG_78daa319dd726b8929fd6fabab8bdaaa4,ca,USER_98db93b09bca99c9d9dc9191d9c0b56b4,true,true,1,3,1,1,1,1
LESCONFIG_17dbe0c4ac9ddad9b2ddf3b99f0beb2b4,ma,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,0,0,0,0,1,0
LESCONFIG_bc9bd9bdcb2b8eae9dcc63a5baaa8c9aa,hma,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,false,2,3,0,0,1,0
LESCONFIG_eaaa18b89d8a89b4ddcd0d99d4b3d0fce,he,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,1,0,1,1,1,1
LESCONFIG_8634ca87b8dab3a3fa9aa7c6589bab13f,cw,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,3,1,1,1,0
LESCONFIG_7bcc13cb9b82a73892edc9eaccb97ca2d,ds,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,false,0,3,1,0,0,1
LESCONFIG_559b2aea7499a508a9dbbddb9aaa66daa,an,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,0,2,1,0,0,0
LESCONFIG_f1b89ab52aae6db934f4cb9bf9cabcc1c,taf,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,2,1,0,0,0
LESCONFIG_8ab3f84acb13ca98aa3a52c95acd8a89c,nvfp,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,false,2,1,0,0,0,1
LESCONFIG_39d8c42ccab758acad9dda687a8ffdcdc,pvh,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,false,2,3,1,0,1,1
LESCONFIG_f9a5128280a11cbad0573b12d7d38dbbb,ls,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,false,0,3,1,1,0,0
LESCONFIG_2ccaa8b10bcebb9b8a1ddaa9abb9abdd9,IRMA,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,0,1,1,0,0,1
LESCONFIG_a9cc3cb4bb5439cc7b8895d3791d15a49,vb,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,3,0,0,1,0
LESCONFIG_09cdcd8c9d9a9941eb0ba9d46bcdb4efd,ode,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,1,1,0,0,1
LESCONFIG_ea228a8bb996cda8fa9b8da9d96897a0d,awo,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,false,2,3,0,0,1,1
LESCONFIG_08baaa62429fbbd39dc0a65edaaa379c9,gea,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,0,0,1,0,0,0
LESCONFIG_eafc6d73d1d27cba33ee9dbccd0aa1c09,sp,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,false,0,2,0,1,1,0
LESCONFIG_15397c3d99ca9cab9e8faffdacd390a24,aavr,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,1,3,0,0,0,0
LESCONFIG_7788bcac9cb792bed07a8dab9db5dccac,acdr,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,2,3,1,1,0,0
LESCONFIG_ce19da16a0aff3c3aba9addeadd0ca338,pd,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,2,0,0,1,0,0
LESCONFIG_6bb5424d6cb2ac85c4b8d7aabbcd2b5b0,sh,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,false,0,3,0,0,0,0
LESCONFIG_3682badfd8abd39bad4a9baa8d745b76f,seh,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,true,0,3,1,0,1,1
LESCONFIG_6c25aba9daddbacbfd58b93ad92ca48fb,rd,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,1,0,1,1,1,0
LESCONFIG_9dbc9a3979cd93a88891d8bdd7ddd763a,mc,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,2,1,0,0,1
LESCONFIG_4fcbcdb2acb1a9b34aa1f19a6da4b9715,fs,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,true,0,0,0,1,0,1
LESCONFIG_4ebd9c9db273a74b948974cf3dc9cb5ac,lc,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,true,false,0,1,0,0,1,1
LESCONFIG_0286bb198965c4d5499c8dc91df879fda,ca,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,false,false,1,3,0,0,1,1
LESCONFIG_c6dfdcccca8bbf3c9dc78091dc9202cdd,ma,USER_83ab3a9dab93c2b8a9cba91dbb4153505,false,false,0,0,1,0,1,1
LESCONFIG_5996ab714128dbcdb9296daacfa99549d,hma,USER_83ab3a9dab93c2b8a9cba91dbb4153505,false,true,2,3,1,1,1,1
LESCONFIG_574b64e3cb0ccc8cd30b42accbe9b89a3,he,USER_83ab3a9dab93c2b8a9cba91dbb4153505,false,true,1,3,0,1,0,1
LESCONFIG_15aa998ac2d9c1a3119b79dfac989ab01,cw,USER_83ab3a9dab93c2b8a9cba91dbb4153505,false,true,0,2,1,1,1,1
LESCONFIG_adc9bbc75b2abcb77a9c9be4b99abdcac,ds,USER_83ab3a9dab93c2b8a9cba91dbb4153505,false,true,0,1,1,0,1,1
