id,userID,diseaseID,is_display,isSupport,checkbox
DISCONFIG_0a9dd997d8976d89bdbdd5ad8b7b0dacc,USER_faea9bbab8ad1d3c39dca65a31db26dc9,CSME,false,false,1
DISCONFIG_c6abcebc99baaa6c93c9d2abaa7cfcab0,USER_faea9bbab8ad1d3c39dca65a31db26dc9,amd,false,true,1
DISCONFIG_fbdc92acfbcac33dd5b99890dab8c52ca,USER_faea9bbab8ad1d3c39dca65a31db26dc9,hr,true,false,0
DISCONFIG_5d88888a934ddb5bf98a9d88b7bac3a23,USER_faea9bbab8ad1d3c39dca65a31db26dc9,pm,false,false,1
DISCONFIG_aa1adcaac6dca9a91bb6b969a6f5c9590,USER_faea9bbab8ad1d3c39dca65a31db26dc9,mo,true,true,0
DISCONFIG_a7a93daacd11a21e3bac9489adca4dc37,USER_faea9bbab8ad1d3c39dca65a31db26dc9,ga,false,true,0
DISCONFIG_6dbbaa19d96dcddd9caca9b6cadbccdaf,USER_faea9bbab8ad1d3c39dca65a31db26dc9,rvo,true,false,2
DISCONFIG_dbb4a0d9f24c9a450b9dab946cdc39adc,USER_faea9bbab8ad1d3c39dca65a31db26dc9,other,true,false,0
DISCONFIG_ffc3b29b9af5a355da1b9c76881cc8cdb,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,amd,true,false,1
DISCONFIG_2cd3a7010ef516f5c95a9c9dedbab3e9c,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,hr,false,true,0
DISCONFIG_1a529bad9cb9dbcdbd0abdf8afdcd90a6,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,pm,false,false,1
DISCONFIG_fa9cacca5b6390d9d8c8bab7ad7a29c1b,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,mo,false,false,0
DISCONFIG_89237ccb1dedab5d09db34b9d30938cab,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,ga,false,true,0
DISCONFIG_2b96ceaa97cd9d79db9ada9db9cca11c9,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,rvo,true,true,2
DISCONFIG_eabaa5c9c9a9a7da19cdb8bf4adbf7aeb,USER_8d1b2c21c464ba24cf1d880bdcf0dd78b,other,false,false,0
DISCONFIG_79abacbfcb992acb6ad69dc174d36ab8a,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,DR,false,true,1
DISCONFIG_2b0ccfada0db4bc91dd3ba0058a6b4229,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,CSME,false,true,1
DISCONFIG_2bd4ab3b8b60ddd5293d855990268940b,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,amd,false,false,1
DISCONFIG_6fbd0892eda9ca5b99b9bcecbc9bb6dbb,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,hr,true,true,0
DISCONFIG_dbeab879c9ccd1cb99dc12cb8a368059b,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,pm,false,true,1
DISCONFIG_e9acbe980cbdc7b0923aacea6baad9bdc,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,mo,true,false,0
DISCONFIG_fef52aacee051705bd98db9aabbbb5f9c,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,ga,true,true,0
DISCONFIG_46a9dbd988dccaac49c0eea9299cbc6b3,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,rvo,true,false,2
DISCONFIG_b9aa7dc9bc9ab9a27e9feaabafa92ab39,USER_4f5a2a59d9c8983dd589ba37ddd8b6c0e,other,false,false,0
DISCONFIG_122cabca922217d4cd8a6ad7cbda90981,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,DR,false,false,1
DISCONFIG_4c0ffc90c584aa9fdbd81008cdd9eb2ac,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,CSME,true,false,1
DISCONFIG_8cdca9b9fbca17abcb49aad9ba0bc8dab,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,amd,true,false,1
DISCONFIG_5c78df20a0bab44bfb4a8cb0dedb8d9eb,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,hr,false,false,0
DISCONFIG_4c18d837c96a91ad9df3ddcf9bdca6d36,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,pm,true,false,1
DISCONFIG_7943c6adbdb4bdd1dc8dc8c9cea1d3052,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,mo,false,true,0
DISCONFIG_7d9bca63f3a9ac9e581ea5f9baeac97d3,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,ga,false,true,0
DISCONFIG_2b7cca78c9d554211acd2d0bc93929b8f,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,rvo,false,true,2
DISCONFIG_1dcbc603bdbda506cbc5c3a59db43b1cc,USER_5bb9db1d4aa9651bbcc6b8addebed22b8,other,true,true,0
DISCONFIG_4dcb8cb028df6dd9c5dab49add8c5d423,USER_da9d49b20b5db38931861adbaafd9e289,amd,false,false,1
DISCONFIG_8913caf3db08bb553482ffc793da2a03c,USER_da9d49b20b5db38931861adbaafd9e289,hr,true,false,0
DISCONFIG_09232a97dba9449ccdbd99c9aaa721a28,USER_da9d49b20b5db38931861adbaafd9e289,pm,true,false,1
DISCONFIG_c469fbb79b3c9ab1daaa9fdae5c0712b0,USER_da9d49b20b5db38931861adbaafd9e289,mo,false,true,0
DISCONFIG_7d39d2b0499993b4af8b4caf8eda8acca,USER_da9d49b20b5db38931861adbaafd9e289,ga,false,true,0
DISCONFIG_ec9c6dfbab0a7b0bc6c69a7c35d93877b,USER_da9d49b20b5db38931861adbaafd9e289,rvo,false,false,2
DISCONFIG_efdcc99ca3dc96dadbb6add8a982c688f,USER_da9d49b20b5db38931861adbaafd9e289,other,true,false,0
DISCONFIG_1aab40c94adaaaca7a1b9a95ace9dbfb8,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,DR,true,true,1
DISCONFIG_0c42b96dd9dbade8dbeb8c16dd9a9ecca,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,CSME,true,false,1
DISCONFIG_184b31c9e7a981c2f59c48b0b6e9aaa9b,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,amd,true,true,1
DISCONFIG_6c9e19bd974baa6dccc7c57b904ba96cb,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,hr,true,true,0
DISCONFIG_f2b4db1caaddab9da9026cdbd0a29acad,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,pm,true,true,1
DISCONFIG_7bfddd6bcac9e0c27dd6ba6bbc993ad3d,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,mo,true,true,0
DISCONFIG_cd2bcb965db80895c8a5acdcdb0b85aea,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,ga,false,true,0
DISCONFIG_7bbbba9da6d598acfbaf6adde8dbd2b91,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,rvo,false,true,2
DISCONFIG_49bac6ad3159dd99f46ba9ca490a9bc9e,USER_6cd9ba916a82c9bcca24daca7dcdbbcdd,other,false,false,0
DISCONFIG_9ab2bbc98bdb3f5acb35acc5d6baa74d4,USER_48dcab8b4adaba0abedbc95c14a899fd8,DR,false,false,1
DISCONFIG_ded986ddec9fddc0bd30da0dac9b375b3,USER_48dcab8b4adaba0abedbc95c14a899fd8,CSME,false,true,1
DISCONFIG_1db8509ce9a4ffab6938d8ffdb4691ba9,USER_48dcab8b4adaba0abedbc95c14a899fd8,amd,false,false,1
DISCONFIG_3dcda993ca5c301c91cd04dda3c3bcf96,USER_48dcab8b4adaba0abedbc95c14a899fd8,hr,true,true,0
DISCONFIG_cc3bceb0c99bc189c2113ca79dc3cd69c,USER_48dcab8b4adaba0abedbc95c14a899fd8,pm,true,false,1
DISCONFIG_5ab339969caa98cba35c90abc2c9a8062,USER_48dcab8b4adaba0abedbc95c14a899fd8,mo,false,true,0
DISCONFIG_cababe2d99dacf1ab9b032deaa299abad,USER_48dcab8b4adaba0abedbc95c14a899fd8,ga,false,false,0
DISCONFIG_e99c90c5ba521b32bcf81dc2ae2a198d1,USER_48dcab8b4adaba0abedbc95c14a899fd8,rvo,false,false,2
DISCONFIG_3b9c9a7bdc9cec4c89bdd4ec94ab3dd9c,USER_48dcab8b4adaba0abedbc95c14a899fd8,other,true,false,0
DISCONFIG_57a9fec9cb093bda8afdbeca3c48cd47c,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,amd,false,true,1
DISCONFIG_0d8c7b1a9c4fe9bbeb46d2a99a0fddb98,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,hr,true,true,0
DISCONFIG_28b0c4bb6d99bdcdffa6cfdbcea7ebcbc,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,pm,false,false,1
DISCONFIG_efad9bfdbd968ecc00ccc4739a98c2a99,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,mo,false,false,0
DISCONFIG_1d0b37ab6a7c3b9937c49f6c6ad4ab99d,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,ga,true,true,0
DISCONFIG_b47b3b9bccf13d6fc8219b64f9c81b840,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,rvo,false,false,2
DISCONFIG_bad9bc9cabcbaabb8ca8d92cb9339b7ed,USER_3f6bf30bb9d1cdbc24d37f8adcbac204b,other,false,true,0
DISCONFIG_70dfddddab3c3c849bdc3aacbb4cbddec,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,DR,true,false,1
DISCONFIG_4dabdc3a888458d7f9aadbcc4ad1cc9bb,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,CSME,false,false,1
DISCONFIG_8a3bc99cb183a9ac5a9ca1bd3afb0b896,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,amd,true,false,1
DISCONFIG_e817989d47c99cacbd88e58deddfacded,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,hr,true,true,0
DISCONFIG_6c41acd2d7619d155a64341585a1b8899,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,pm,true,false,1
DISCONFIG_30989adeccfd6cab5ae8dc89448adb697,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,mo,false,false,0
DISCONFIG_ffb2bc68b9a2abba585bcd9cdd6e2bdac,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,ga,false,false,0
DISCONFIG_69917a9dfcdd9b7caeba9db99d7ba8830,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,rvo,false,false,2
DISCONFIG_0feeda9bacddaaaaf3fbc2cbbca8b77a5,USER_fdabd99da9b5d09c0d1ad8bd9acd90cc2,other,true,true,0
DISCONFIG_fc89aa2177d59cab09a6b5b874c9acd8b,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,DR,false,false,1
DISCONFIG_4ad392fafe9bcc2c5c9aad9299ebc5dca,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,CSME,true,false,1
DISCONFIG_c94c511c0943d489a768f95099b49a7b6,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,amd,false,false,1
DISCONFIG_a3b25bbc62bdd83db9a9fcea8ed1dbd83,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,hr,false,false,0
DISCONFIG_b8b3dbdac1dd9d2be8e8afc86ddbd92bb,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,pm,false,false,1
DISCONFIG_6c1eb9cf48ce95acdb9bcd2cddc9b89cb,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,mo,true,false,0
DISCONFIG_3abddcbaacebb92b8b99adadcdcef38ac,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,ga,false,true,0
DISCONFIG_569cbc9b87aba919b3debebd9cc8148db,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,rvo,false,true,2
DISCONFIG_06fbfd9dbcc9c4bbaa95ba9bdda083cc6,USER_5f5d48583c9a8a968cc3d79cc7c9d0ca2,other,true,true,0
DISCONFIG_817cd8b1d8a2fab3ad08ab1a9eab2da4a,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,amd,true,true,1
DISCONFIG_7dc9dccbbb9ca12ac9313c8d9fc3b4dbb,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,hr,true,false,0
DISCONFIG_6aa2689b23db76c62e9b498aecbba86c1,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,pm,true,false,1
DISCONFIG_af6ab99fac4ecb50a80dad1b787dacd9e,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,mo,false,false,0
DISCONFIG_291ab9aed049dd80abadc5829689ffdbb,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,ga,true,false,0
DISCONFIG_0ddac08fa3998dadf0accd9d0e89af885,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,rvo,true,false,2
DISCONFIG_6a0cd160a36d59dbbbbc5c48bbeabb8aa,USER_8b2a9799cbc9bfcc32bb8d8c79cb9b7a8,other,false,false,0
DISCONFIG_0a1bdb9bf9dca9cb6cdeb2cb697ddb9b8,USER_01bb669bb76da923cf93461884df2dcde,DR,false,false,1
DISCONFIG_cce55aec1cdb6dbddcddd9b8bd30f9a9f,USER_01bb669bb76da923cf93461884df2dcde,CSME,false,false,1
DISCONFIG_f9fb8ddabf2ad9afab9c429dab8bb89fa,USER_01bb669bb76da923cf93461884df2dcde,amd,false,true,1
DISCONFIG_3dcb4fc6c9cc1c3ccddbd56ab8acacce7,USER_01bb669bb76da923cf93461884df2dcde,hr,false,true,0
DISCONFIG_60bbb76ac9a9da6bdcc48d02dbb4678d7,USER_01bb669bb76da923cf93461884df2dcde,pm,false,false,1
DISCONFIG_8fc499ceaba7da6bb432992c4dc99ca8c,USER_01bb669bb76da923cf93461884df2dcde,mo,false,true,0
DISCONFIG_a9f69ab3cbc7f2d9a49d6ad2bd4bdce77,USER_01bb669bb76da923cf93461884df2dcde,ga,true,true,0
DISCONFIG_90c895fcfdbb455dcd9c98a0899c8cbfa,USER_01bb669bb76da923cf93461884df2dcde,rvo,false,false,2
DISCONFIG_eba999abad3a98decad79acfb97cddbea,USER_01bb669bb76da923cf93461884df2dcde,other,true,true,0
DISCONFIG_78acdbadca4b84996a986ddabcdc8694d,USER_5ad1badb4d15c1a29bc81abc41f4ca306,DR,false,true,1
DISCONFIG_59438ac48eca32ba9ac8d929fac91ca9d,USER_5ad1badb4d15c1a29bc81abc41f4ca306,CSME,true,false,1
DISCONFIG_bb110bb9cdd1cdcdda3d5c99ac193ac9d,USER_5ad1badb4d15c1a29bc81abc41f4ca306,amd,false,false,1
DISCONFIG_8bbdb78c100df8938bb08d9da27a9eaaa,USER_5ad1badb4d15c1a29bc81abc41f4ca306,hr,true,false,0
DISCONFIG_1d49d9a0b29abda09c9dc81ea9db92a7b,USER_5ad1badb4d15c1a29bc81abc41f4ca306,pm,true,false,1
DISCONFIG_04cfbb458d78938acaed1da39d3bd02d9,USER_5ad1badb4d15c1a29bc81abc41f4ca306,mo,true,true,0
DISCONFIG_36ac9da0aa9049d5086c4cfadd7c89d84,USER_5ad1badb4d15c1a29bc81abc41f4ca306,ga,false,true,0
DISCONFIG_82ad33d97918954ca02e9c4bba0592dcb,USER_5ad1badb4d15c1a29bc81abc41f4ca306,rvo,false,false,2
DISCONFIG_6cead3cdd9bc0cb9ddbce92bc28cac8dc,USER_5ad1badb4d15c1a29bc81abc41f4ca306,other,false,false,0
DISCONFIG_b39b3d22bbcba73b05dd98ca3d4d0fdab,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,DR,false,false,1
DISCONFIG_36c8dc5d0acbcebdbdb66a797bceebdbd,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,CSME,true,false,1
DISCONFIG_ff98cde8cbca9b99cc3a4bd1bd9786da2,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,amd,true,true,1
DISCONFIG_6abda80a9cedaaaa6cdd49cde48ad94c8,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,hr,true,false,0
DISCONFIG_7b2ca0bbdfdbdad4ae969dc28681ca645,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,pm,false,false,1
DISCONFIG_d9ac0f084a9cbccdc8aabddbda59da1ec,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,mo,true,true,0
DISCONFIG_1d92caedafa9c880c78ddacad90dabccc,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,ga,true,true,0
DISCONFIG_30ca37dfc9cd9bbd09d1dba347cfa869e,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,rvo,true,true,2
DISCONFIG_37c2ae53ccbcad3cdba18b3a9bd9b8eda,USER_99ecaa88cecb3bbaad5d6dd0cc930fba9,other,false,true,0
