photoID,centerPoint/x,centerPoint/y,radius
PHOTO_76ba9c97d2c99b299bc886dd78d9bbfca,0.6665,0.6492,0.0125
PHOTO_52d92bd1ddd09179aad33999bb9934eab,0.8805,0.9177,0.0217
PHOTO_4629b777af83abcb6c28bcaeabdfceba6,0.6762,0.7803,0.079
PHOTO_4b18ded6ecbd99da9698dcc8cad0ac2dd,0.9269,0.1234,0.0351
PHOTO_efb8fd7c6db32ab69bc68badd03a69abf,0.1919,0.7876,0.0326
PHOTO_ea1d3d4efa63d5dcaa2f299a2ddc97dcc,0.4941,0.4241,0.0757
PHOTO_9bbd9abd9c6f239caaa8b54f5ad1c8219,0.7909,0.2473,0.0158
PHOTO_95a2bbcb9932999d698a099bda6d9b8d6,0.995,0.4271,0.0305
PHOTO_0bd8c8c99c49b9bb884bdcd0b28d9dddf,0.6233,0.1714,0.0877
PHOTO_7a42d6bc5df898c99f10d59489c9ae7dd,0.6261,0.4054,0.0224
PHOTO_1cbdd6337b1cd813ddc0ab2cdaaac0acf,0.6716,0.9148,0.0955
PHOTO_b678983ac3abdc33b1c19963bc7dfccd8,0.3442,0.6131,0.0806
PHOTO_623ea3388b9d3dcbdad1c8cccdd232a2c,0.1258,0.158,0.0154
PHOTO_f479c39b7c895e99b2bbda8bc5a9ca9a0,0.6062,0.3666,0.0313
PHOTO_bc7dc8a7a7fc259fb0282cbf3bcb95b47,0.2034,0.7956,0.0452
PHOTO_6acdd93b6c5884bfc8a6a6d297e1cfab8,0.7712,0.4256,0.0701
PHOTO_3c56856d880b4a0db86fe4dbad9dd09aa,0.1426,0.5561,0.077
PHOTO_ccbacbf9ce8593f9ccb92b3b0c76cbaad,0.7142,0.8876,0.0759
PHOTO_09fdac2692bba9b19bc88798ad7daaa96,0.8287,0.2031,0.0605
PHOTO_6cd2bdc9bb032eb396c0c2d9398bdb5ef,0.8443,0.6764,0.0124
PHOTO_4d7cb4b8cdd9da78aa8c89fab9b9ac999,0.3647,0.1605,0.0305
PHOTO_348df9c6c24abaa9c4bdadbc1dc808dba,0.8698,0.8476,0.0218
PHOTO_ac825294b5bac4ba5cd60a86d4de16885,0.6664,0.7655,0.0724
PHOTO_0d5fc18abddb8bac23e878a4ddca8b918,0.3189,0.8238,0.0588
PHOTO_86dc3b9bcc8bfcab7cc9515bc8b45bbbe,0.5524,0.8251,0.0989
PHOTO_e19d829addbbdba1a99bdb9609afbadbc,0.6977,0.4923,0.0647
PHOTO_beadbcdcbbd9ad3633d791c3dadadcfad,0.9793,0.3436,0.0196
PHOTO_fbd9b8ddc0a510bae9baa69b3acdc348b,0.4452,0.6983,0.0292
PHOTO_db9dd99af50de49be9fbbdb99ba29bcc5,0.1633,0.5224,0.0628
PHOTO_55bd9d90c8afccfe5bfeb8afbb4bda9c1,0.4086,0.5978,0.0935
PHOTO_e95cac2ccace1b1baad84cf05dcba9bdb,0.4634,0.4686,0.0933
PHOTO_6477bbc86609d9aaae06c95e99f6bbcb8,0.6758,0.4913,0.0479
PHOTO_2fcacc1ba76b9dd919b4dcba99c25daca,0.7371,0.9959,0.0162
PHOTO_80a6ac9bc0c0adcb5bafbcacaca1d3baa,0.129,0.2926,0.038
PHOTO_83bd9a957069cdd12a6a8349e78aa8b9d,0.7826,0.7173,0.0202
PHOTO_9aceab9b98afdbda969bba2db8ec3adca,0.8909,0.5623,0.0967
PHOTO_cea68d8aabdae9cabcae7bcdd2a986863,0.1833,0.2794,0.0961
PHOTO_2b098c284cbcb998fda96bd36980bcde0,0.9074,0.5628,0.0558
PHOTO_4cc885688bf49bd9a943accaf94f5aca9,0.7352,0.2519,0.0489
PHOTO_5c6998b9db9aab5ea9db66aadba4edacc,0.3581,0.5209,0.0406
PHOTO_4dc5fda3b8ca85ad98becbecac9b9daea,0.6322,0.977,0.0654
PHOTO_ddc39e09891c1b0f6ddfd9ab958ac3bb6,0.7157,0.9114,0.0202
PHOTO_f971bac9bc02fcc96afafcf0a5afbc40e,0.5672,0.6949,0.0845
PHOTO_88cc8e1b2da9d2bfd5959aa8b9791ddac,0.9345,0.532,0.0503
PHOTO_f9cc5b0dadcb64a9c94ce59e9aab0ec99,0.653,0.3838,0.0104
PHOTO_585ef9269c8d09a93c7ada3c4abdda499,0.6521,0.6394,0.0329
PHOTO_0d90cdb939ddccbde8f2bb4a278b58a8c,0.4745,0.9317,0.0758
PHOTO_fcaab1371d28bd709a21f89ac4cdbc189,0.6781,0.7088,0.0435
PHOTO_d96cbababad90c45a39fddd6abcd6a09b,0.8404,0.1943,0.0747
PHOTO_d79aa9a3aaae0bb0d6c79cdc9ccf3a9ed,0.9141,0.9285,0.0499
PHOTO_a99acd2d198a9960edca7cc8c7abd2af7,0.5286,0.219,0.065
PHOTO_1ca54bada5c59e55dab8913c7bfd1c999,0.8806,0.5705,0.0844
PHOTO_5baa4d8aa8adab2a087c9d99590ca5da2,0.3509,0.2856,0.0506
PHOTO_ecaabb967bc2997c18cb29ce8bde8a169,0.7116,0.9458,0.0948
PHOTO_4bcc4c9faab7592949aad8cbcaaa49ad8,0.712,0.9627,0.0353
PHOTO_eaada9baff0bc50ccfc9990b9c9dd3a9d,0.4749,0.98,0.0838
PHOTO_0fc8bbb8ce6b9fc90ac3aac5ac3d3c299,0.2481,0.6569,0.02
PHOTO_3c29e96dcaeb64da7bafa7bbba9dada19,0.7005,0.4667,0.0186
PHOTO_e57a9cc299d8b2bca7bca58141d89b987,0.7974,0.8451,0.0722
PHOTO_db8d0dca499d7d2b32c18dcceaa7adc47,0.4471,0.7654,0.0249
PHOTO_c5a3fecacbb0aae9eba22d6669c7f378b,0.4921,0.9316,0.0234
PHOTO_0bdb98c4e4dc239cac9d7108078d5dbdb,0.7922,0.5292,0.0325
PHOTO_7599bafa9cdda48dba6c88bdc953b9d38,0.8095,0.6952,0.051
PHOTO_691f9cb7ebb8a8dacbb9d75bb888dbddd,0.9647,0.2095,0.0998
PHOTO_3cbba6499d29c8d99dceb8a6cb5cca4ac,0.3924,0.7555,0.0874
PHOTO_f28d2e9ca0c9bddb7bc4b1496bcc5c33a,0.7914,0.2924,0.0173
PHOTO_35d5a0a8dbdd0f4d4bd89f6b727b899ad,0.541,0.4781,0.0777
PHOTO_b8c8b91acdebafddbea22bcba41bc8e84,0.7131,0.3902,0.043
PHOTO_cb8c7d9a2dc8d4de8c0fbaad989eaca0c,0.8578,0.9956,0.0697
PHOTO_5baa9a99a53ab29b98d9322c7aa399f2b,0.2437,0.2303,0.0866
PHOTO_83b0b119b686dbc6c75b3bc75ba95cfca,0.4485,0.4518,0.0748
PHOTO_c9a992ddbcacdfcbaccca5bc4c88a4ac9,0.6632,0.9086,0.019
PHOTO_0bdaada99c0a319f7deed5468a4d6d6d5,0.7155,0.6422,0.0931
PHOTO_2e1bd9ab48cc8f5bc9dcbd33b9db4dbaa,0.3308,0.5555,0.0476
PHOTO_e9ac6fc83d65b189afd7baabba6c9991c,0.6422,0.8641,0.0674
PHOTO_6add9bfc901d2abf9fccdbcc9a41a6b6d,0.4258,0.4331,0.0137
PHOTO_4f1f9e9d2b78f9396e8caaba94eb7dbaf,0.7817,0.2682,0.0137
PHOTO_7cc7b4d045bad8fb08acddddab6ddd8a7,0.8886,0.4954,0.0657
PHOTO_fd95dadf59c2d6ccbac6bc6bb55d982aa,0.7942,0.6774,0.0962
PHOTO_ccdc9a62ca9859adc10fa9ffd3909c7ad,0.2874,0.7558,0.0383
PHOTO_dd09a96938a8cc82b6ba4acd1a3b5d976,0.1014,0.8364,0.0772
PHOTO_710bbcc80ab994a2be0dc54ca2a9cb3d2,0.3324,0.7082,0.0775
PHOTO_d87a1acbcd85bac86ba4aadbad89d19fa,0.5916,0.4775,0.0764
PHOTO_cc9f87bb99aede8a93a0c9c9ab2a8c65e,0.6102,0.7713,0.0777
PHOTO_16982b91abd5b3fbcd0dd7c9cdaa79bac,0.5673,0.2472,0.0678
PHOTO_ec89b4acbcabb99a9bb636aaa6bbad958,0.9271,0.937,0.0351
PHOTO_aad07dba4ba955c79cddd93fbf2ba0a90,0.6147,0.6067,0.0279
PHOTO_29bdf87ab4f7bfaabccef7a5a909a9c49,0.4477,0.2423,0.0657
PHOTO_eac8ada5d999bc16bb2db9a9b95f8b599,0.1448,0.8974,0.0658
PHOTO_cc4a1d0b2738ddf452b59cffb07369645,0.3279,0.1572,0.0746
PHOTO_0c6d0b89ba36d0aed893d7493bf0caba9,0.4571,0.1523,0.0421
PHOTO_ec7bd81bd9b9cb72da9a952c0ca4c24bd,0.59,0.6132,0.0592
PHOTO_2dacbcae8ea997bc9add9d5e972b021c8,0.4566,0.1427,0.052
PHOTO_9bad9b6dd3e4c4e67639eca35ad3bc0a4,0.6703,0.5948,0.0572
PHOTO_e98861fdbfca9da42c66da3b2cbcb8cca,0.9628,0.2933,0.0942
PHOTO_49b1da395a099cc4997c7297c9a60cc9f,0.5236,0.921,0.0883
PHOTO_cbc4c9829d94df70397b93b9999baccc9,0.8926,0.6384,0.0403
PHOTO_fc59cb5cb1698aada9acc0c735fdda99b,0.9212,0.9029,0.0824
PHOTO_74ac9f35eb6b9a6d909ed990aad965cd1,0.3844,0.2834,0.0299
PHOTO_ccdb99adc3befba81b9bada6baa9b1c49,0.7082,0.3798,0.0908
PHOTO_712bbdc6b07a10cc92a3fab9ce6b137ae,0.1937,0.5917,0.0201
PHOTO_20ca80aab6d98ae7a992c13d899eabdbf,0.7787,0.3972,0.059
PHOTO_19d8dcb3abd5a8bc711bd9a69b97da9ff,0.6916,0.4661,0.0905
PHOTO_8a7a8a5aa21984cbf4f3dbcb7bb5996b8,0.4753,0.6791,0.0535
PHOTO_44088a8a12bcb8dcaa937c991d8d08cb2,0.8485,0.9616,0.0782
PHOTO_2aabbb9912aaaddb5bbefa634d2d9adaa,0.5479,0.2244,0.0261
PHOTO_d8aac9cadb7c0998ec591caac6b7c330d,0.1727,0.4704,0.0696
PHOTO_2ad79fec64b969aaa4b8919bb9d9dbea6,0.8647,0.7031,0.0276
PHOTO_08a2cb57b5a78d92d3fb9998dcda18cfd,0.1732,0.8442,0.0322
PHOTO_ed9498dccca8ca1ac8adccf5ddaabda88,0.9109,0.5115,0.0658
PHOTO_3159caafda2a7aaa9cdc2af085dc03bbc,0.8349,0.2229,0.0684
PHOTO_98ddd4c484ddbccbada96fca994afecb2,0.5665,0.9796,0.0437
PHOTO_ca66211b1f990aad84d2dbd5a5abca741,0.7319,0.7101,0.0648
PHOTO_8935bfbb5af86bb4a7c0aac91985c91e2,0.4416,0.199,0.0976
PHOTO_6209acfdd080c329bca96adb3da15fb5c,0.4071,0.5788,0.0723
PHOTO_ee908caccab9972bccb3a24acaa4904ab,0.4981,0.996,0.0903
PHOTO_0ae93ed1b60a548fbf95899e0cb9c1ab9,0.1994,0.9185,0.0766
PHOTO_ecb20e60ca8badcb23f9a0aadb10db0bc,0.2447,0.8822,0.0926
PHOTO_6fbdf8b1ebc49be61dd3bcbaccb5de9b5,0.9622,0.8911,0.0175
PHOTO_2dc5daadadddf9039893398c8d87aaeb9,0.1974,0.146,0.0873
PHOTO_8adcba3dd9a4cea9b9d190dead19d6ab9,0.2297,0.9784,0.0583
PHOTO_ccc3f8b389da44ecd6cdcd19a311cda8a,0.2356,0.2656,0.0977
PHOTO_c3c89bc99c6a6aafb3c5b9ddbb70dc074,0.8176,0.1119,0.0297
PHOTO_d784cea8fbc65bbbcbb97b2e7e9ae999d,0.8081,0.5391,0.0213
PHOTO_2d28d6a4512b9acc1cd9ccc93ac39b1b2,0.2753,0.65,0.0264
PHOTO_2bd9f75c5c58978bcc876b9bba8c92cbe,0.6977,0.6119,0.0697
PHOTO_1c8acb3d9ca999dccd2bdc2655d9893bd,0.1173,0.771,0.069
PHOTO_9aaaabd559ab6daa61c31fddd2cbbd1de,0.2352,0.9339,0.0287
PHOTO_081aacc58af89bcaddfd1b3a89bdd9ce7,0.1601,0.8772,0.0407
PHOTO_bdaa99dd5ca9bda7adbddde5dacb3cd9c,0.2475,0.8011,0.0171
PHOTO_e8ebdc1caca9809c8ca92abb0d8daabbd,0.8853,0.337,0.0812
PHOTO_9b08b21abb6c73ca8bc9a299b1cba5aba,0.4357,0.7062,0.0998
PHOTO_fadd1d0f8ad29abba8bdbcbc02319cb99,0.6474,0.1001,0.042
PHOTO_0b350c08d66dd6b9adf9b0ba5b2ada834,0.2493,0.6277,0.0427
PHOTO_a28ad6ac21cc9e5dd44d22dacac8a55d9,0.1993,0.28,0.0366
PHOTO_aa5911fdc3cfd84cb9d899bdb5a6971c9,0.1453,0.8041,0.0158
PHOTO_489e98dc7bcdcbca99c0bddcac93b7c89,0.2769,0.7441,0.0259
PHOTO_7d7c7b82bdcb1db9dbdcbfac19ddca49d,0.8108,0.1789,0.0548
PHOTO_57bdcbeba69d9ae7999bbdccc4aa89bd9,0.8745,0.3394,0.026
PHOTO_ebbcf53ca9d8182a9c1c9b8ca9a4d41da,0.9928,0.4625,0.0445
PHOTO_05a1f992c3c9b7bda745dac3abecc13bb,0.8545,0.8363,0.0251
PHOTO_3db89ccaa480fdaaa96808bc8dfd53ea5,0.3196,0.1394,0.0115
PHOTO_dc8baa98bfb9ddb6d9cdc7aaaa6d7c008,0.6948,0.1548,0.0875
PHOTO_5c9c6cd1bcc309bbc9aa9a795dd99dbc1,0.4747,0.7959,0.013
PHOTO_cc95dcaa2d2d53ac9d52df9c24dcabb58,0.9089,0.8816,0.0169
PHOTO_2d3a63cbf4a36a9f997094da1384b0a5c,0.3215,0.8208,0.063
PHOTO_9c5fea692da55d9d5909b7eca679bdc6e,0.668,0.203,0.0574
PHOTO_b8daecd8e8eb41baafddcbdd28bc9fb3c,0.4732,0.517,0.035
PHOTO_ccdd948a499be696391a2aadfdcb16abd,0.9684,0.1313,0.0892
PHOTO_99bcc96cea979d29abaa2df48791ab89b,0.7623,0.8739,0.0718
PHOTO_7b248809bdfc99bb9fbfaa0924bb9dbaf,0.3592,0.9907,0.0704
PHOTO_07e7c1cfc09fc94bb8863b81cd19ac4ec,0.4884,0.158,0.0194
PHOTO_9dbc0bdad0d4ef8879ccc8ccbbea7b91a,0.9743,0.7985,0.0661
PHOTO_7baccfc2bd9d2badbab83c9dabd8b594b,0.4564,0.8196,0.0244
PHOTO_56aac6c9caaabc7baccfa9b4789d1eacd,0.6058,0.9239,0.0207
PHOTO_d29bedadb481b2c3bd9b8dadaadb9b03b,0.4942,0.2559,0.0548
PHOTO_6d0d99cc19acac0cabd854d988290dadd,0.4834,0.4565,0.051
PHOTO_05dcad88db938bd4bc90864b09ac3cfaa,0.7212,0.8539,0.0143
PHOTO_2cac28ccfd1ac1bb187ddf9380f9e3a3b,0.6147,0.8553,0.0225
PHOTO_2a759c1d09daad2c7e0abab6ccaba29b0,0.9856,0.6433,0.0982
PHOTO_e8abc2badcc8d567dfee87ca9f18b0afc,0.7797,0.8752,0.0927
PHOTO_bcdd87286bfbc69b9aa99ce8da16ac287,0.8625,0.3644,0.0142
PHOTO_dfb2dbbc1b1dbe700fc6f8cc80ad9b2dc,0.8105,0.5274,0.0114
PHOTO_2fc5ca4abaab7edcc3b2bad92ccadcaa9,0.913,0.1746,0.0205
PHOTO_10d1d438b19b6cfbdcd1aacae9dbcc9a6,0.94,0.4437,0.0222
PHOTO_bbdc9bc0be9c49ccb9ad64a9d85cf9d89,0.987,0.4392,0.0984
PHOTO_1ec8b36cd40c9dc26acca75c836b356ab,0.791,0.4815,0.011
PHOTO_2d079b9cad9d9b3d7bb3de0ca3c48fcec,0.5993,0.8144,0.046
PHOTO_fbcbd992adcdcd8d9a5dc4ca82cac9d29,0.4022,0.1421,0.0159
PHOTO_c094a0d7dacd0aba9d3c4f2dddcdaaf47,0.936,0.5903,0.0375
PHOTO_39cc7c1bdbc7b99c68ea9cbd995fd46a9,0.1485,0.1393,0.0558
PHOTO_acac6adc9075daa6abcb43bdda9ecc84a,0.7927,0.6644,0.0602
PHOTO_f02d8cf0e1c6bdbcbc959cc2daddbbbe9,0.9663,0.9773,0.0526
PHOTO_b6dcb9d89ff48a68d68966a7a89cd5dc5,0.45,0.1277,0.083
>>>>>>> 6664bbd38acaa1fea173beb6ccee6aa3b56ff22f
